img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;h_41;h_42;h_43;h_44;h_45;h_46;h_47;h_48;h_49;h_50;h_51;h_52;h_53;h_54;h_55;h_56;h_57;h_58;h_59;h_60;h_61;h_62;h_63;h_64;h_65;h_66;h_67;h_68;h_69;h_70;h_71;h_72;h_73;h_74;h_75;h_76;h_77;h_78;h_79;h_80;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60;pw_61;pw_62;pw_63;pw_64;pw_65;pw_66;pw_67;pw_68;pw_69;pw_70;pw_71;pw_72;pw_73;pw_74;pw_75;pw_76;pw_77;pw_78;pw_79;pw_80
Pieza_01_foto220;1;220;67;67;67;67;66;66;65;65;65;65;65;65;59;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58;57;56;55;55;55;55;55;54;54;54;54;54;54;55;55;55;55;55;55;54;54;54;54;54;54;54;54;54;54;54;54;52;52;52;52;52;52;52;52;52;52;52;109;109;109;109;109;109;109;109;109;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;24.242424242424242;24.242424242424242;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;28.07017543859649;28.571428571428573;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;30.76923076923077;14.678899082568808;14.678899082568808;14.678899082568808;14.678899082568808;14.678899082568808;14.678899082568808;14.678899082568808;14.678899082568808;14.678899082568808
Pieza_01_foto237;1;237;87;87;87;87;87;88;88;88;88;88;88;88;89;90;90;90;90;90;91;91;91;91;91;91;92;92;92;92;92;92;92;92;92;94;94;94;94;94;94;94;77;77;77;77;93;94;94;94;95;95;95;95;95;95;95;50;50;50;50;51;53;53;99;99;99;99;99;99;99;98;98;98;98;98;98;98;98;98;98;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto254;1;254;69;69;69;68;68;68;68;68;68;71;71;71;71;71;71;71;70;70;70;70;71;71;71;71;71;71;73;116;116;116;116;116;116;116;116;115;115;115;64;62;61;61;61;61;72;72;72;72;72;72;71;66;63;61;57;57;57;57;57;57;57;57;57;57;58;59;60;61;61;61;61;61;61;61;60;58;58;58;58;58;23.18840579710145;23.18840579710145;23.18840579710145;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;21.91780821917808;13.793103448275861;13.793103448275861;13.793103448275861;13.793103448275861;13.793103448275861;13.793103448275861;13.793103448275861;13.793103448275861;13.91304347826087;13.91304347826087;13.91304347826087;25.0;25.806451612903224;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.22222222222222;22.535211267605632;24.242424242424242;25.396825396825395;26.229508196721312;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;27.586206896551722;27.11864406779661;26.666666666666668;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.666666666666668;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722
Pieza_01_foto255;1;255;67;67;67;67;67;67;67;67;68;68;68;68;68;68;68;68;68;68;75;75;75;75;75;75;75;73;71;70;69;66;65;64;64;64;64;64;64;65;65;67;67;67;67;67;71;71;71;71;71;71;68;61;61;61;61;61;61;61;58;58;58;58;57;56;55;55;55;55;55;62;62;62;62;62;62;59;59;59;59;59;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;21.333333333333332;21.333333333333332;21.333333333333332;21.333333333333332;21.333333333333332;21.333333333333332;21.333333333333332;21.91780821917808;22.535211267605632;22.857142857142858;23.18840579710145;24.242424242424242;24.615384615384617;25.0;25.0;25.0;25.0;25.0;25.0;24.615384615384617;24.615384615384617;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;22.535211267605632;23.529411764705884;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;28.07017543859649;28.571428571428573;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661
Pieza_01_foto276;1;276;51;51;51;51;51;52;52;52;53;54;55;56;56;56;56;56;56;56;56;56;57;58;58;58;58;58;58;58;58;59;59;59;59;59;59;59;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;59;62;62;62;62;62;62;62;62;64;64;64;64;64;64;62;59;58;58;58;58;58;59;59;59;59;59;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto277;1;277;54;54;54;54;54;54;55;55;55;55;55;56;56;56;56;56;57;57;58;58;58;58;58;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;61;62;62;62;62;62;62;62;61;61;61;61;61;61;61;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;63;63;63;63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto295;1;295;129;129;129;129;129;129;129;129;126;120;120;120;120;120;120;120;56;56;56;56;58;58;58;58;59;59;59;65;65;65;65;65;65;62;58;58;58;58;58;57;57;57;57;57;113;114;114;114;114;114;114;114;114;114;113;112;111;111;111;54;54;54;54;59;59;59;59;59;59;59;59;59;74;75;76;94;94;94;94;94;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.698412698412698;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;28.571428571428573;28.571428571428573;28.571428571428573;28.571428571428573;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.11864406779661;27.11864406779661;27.11864406779661;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;25.806451612903224;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;14.15929203539823;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.15929203539823;14.285714285714286;14.414414414414415;14.414414414414415;14.414414414414415;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;21.62162162162162;21.333333333333332;21.05263157894737;17.02127659574468;17.02127659574468;17.02127659574468;17.02127659574468;17.02127659574468
Pieza_01_foto318;1;318;57;57;57;57;57;57;57;57;58;58;58;58;58;58;58;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;59;59;59;59;60;60;60;60;60;60;60;60;60;60;60;62;62;62;62;63;63;63;63;63;63;63;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto319;1;319;91;91;91;91;91;91;91;91;91;91;86;86;86;86;86;86;88;89;89;89;89;89;89;85;82;82;67;67;67;67;67;67;71;71;77;79;79;79;79;79;80;82;83;83;83;83;83;83;83;83;83;83;83;83;83;83;84;86;86;90;90;90;90;90;90;90;89;88;88;88;88;88;89;89;89;89;89;89;89;89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto342;1;342;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963
Pieza_01_foto343;1;343;58;58;58;58;58;58;58;58;57;57;57;57;57;57;59;59;59;60;60;60;60;60;60;60;60;119;119;119;119;119;119;119;119;119;119;119;119;116;116;116;116;116;121;121;121;121;121;121;120;120;120;120;120;120;120;120;120;121;122;122;123;126;128;129;129;129;129;129;129;129;121;65;65;65;65;65;65;65;65;65;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;27.11864406779661;27.11864406779661;27.11864406779661;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.445378151260504;13.793103448275861;13.793103448275861;13.793103448275861;13.793103448275861;13.793103448275861;13.223140495867769;13.223140495867769;13.223140495867769;13.223140495867769;13.223140495867769;13.223140495867769;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.333333333333334;13.223140495867769;13.114754098360656;13.114754098360656;13.008130081300813;12.698412698412698;12.5;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;12.4031007751938;13.223140495867769;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617
Pieza_01_foto344;1;344;62;62;62;62;62;62;62;62;62;66;66;66;66;66;66;66;66;67;67;67;67;67;67;65;63;62;62;62;62;62;61;61;61;61;61;61;61;61;61;61;61;61;61;61;65;65;65;65;65;61;61;61;61;61;66;68;68;68;68;68;68;66;66;64;64;64;64;66;66;66;66;66;66;63;63;60;60;60;60;60;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;24.615384615384617;25.396825396825395;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;24.242424242424242;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;24.242424242424242;24.242424242424242;25.0;25.0;25.0;25.0;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;25.396825396825395;25.396825396825395;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668
Pieza_01_foto368;1;368;56;56;56;56;56;57;58;59;59;59;68;68;68;68;68;68;64;63;63;63;63;63;63;63;63;62;62;62;62;62;63;63;63;63;63;63;63;63;63;63;63;63;63;66;66;66;66;66;66;66;62;62;60;58;57;57;57;57;57;58;58;58;58;58;58;58;58;61;64;64;64;64;64;64;65;65;65;65;65;65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_01_foto369;1;369;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085;19.753086419753085
Pieza_01_foto38;1;38;54;54;54;54;54;56;56;56;56;60;60;60;60;60;60;59;59;59;59;59;59;59;59;58;58;58;58;59;61;61;61;61;63;63;63;63;64;64;64;64;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;71;61;61;61;61;62;63;64;64;64;64;64;64;63;63;63;63;65;66;66;66;66;66;66;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;28.571428571428573;28.571428571428573;28.571428571428573;28.571428571428573;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;26.666666666666668;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.586206896551722;27.586206896551722;27.586206896551722;27.586206896551722;27.11864406779661;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.0;25.0;25.0;25.0;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;21.62162162162162;22.535211267605632;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;25.806451612903224;25.396825396825395;25.0;25.0;25.0;25.0;25.0;25.0;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;24.615384615384617;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242
Pieza_01_foto39;1;39;69;69;69;69;69;69;69;69;69;62;62;62;62;62;62;62;57;57;57;57;57;59;62;68;68;68;69;69;69;69;69;69;67;66;66;65;65;65;65;65;65;68;68;68;68;68;68;66;66;66;66;66;66;71;73;73;73;73;73;73;67;67;67;67;67;67;67;67;69;69;70;70;70;70;70;70;70;70;70;70;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;25.806451612903224;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;27.11864406779661;25.806451612903224;23.529411764705884;23.529411764705884;23.529411764705884;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.880597014925375;24.242424242424242;24.242424242424242;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;24.615384615384617;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;23.529411764705884;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;22.535211267605632;21.91780821917808;21.91780821917808;21.91780821917808;21.91780821917808;21.91780821917808;21.91780821917808;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.880597014925375;23.18840579710145;23.18840579710145;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858;22.857142857142858
Pieza_01_foto391;1;391;114;114;114;114;114;114;114;114;114;115;115;115;141;141;141;143;144;144;144;144;144;144;113;113;113;113;113;113;113;113;114;115;115;115;115;115;115;115;115;115;115;117;118;118;118;118;118;118;118;118;117;117;117;116;116;56;56;55;55;55;55;54;54;54;54;54;54;54;104;117;117;118;118;118;118;118;118;118;118;118;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;14.035087719298245;13.91304347826087;13.91304347826087;13.91304347826087;11.347517730496454;11.347517730496454;11.347517730496454;11.188811188811188;11.11111111111111;11.11111111111111;11.11111111111111;11.11111111111111;11.11111111111111;11.11111111111111;14.15929203539823;14.15929203539823;14.15929203539823;14.15929203539823;14.15929203539823;14.15929203539823;14.15929203539823;14.15929203539823;14.035087719298245;13.91304347826087;13.91304347826087;13.91304347826087;13.91304347826087;13.91304347826087;13.91304347826087;13.91304347826087;13.91304347826087;13.91304347826087;13.91304347826087;13.675213675213675;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.675213675213675;13.675213675213675;13.675213675213675;13.793103448275861;13.793103448275861;28.571428571428573;28.571428571428573;29.09090909090909;29.09090909090909;29.09090909090909;29.09090909090909;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;29.62962962962963;15.384615384615385;13.675213675213675;13.675213675213675;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304;13.559322033898304
Pieza_01_foto392;1;392;61;61;61;61;58;57;57;57;57;57;57;57;57;57;61;63;63;63;63;63;63;63;63;63;63;63;59;59;59;59;59;63;64;64;64;64;64;64;64;66;69;69;69;69;69;69;57;57;57;57;57;57;66;66;66;66;66;107;107;107;107;108;125;125;125;125;125;125;124;124;124;124;124;124;124;124;124;124;124;124;26.229508196721312;26.229508196721312;26.229508196721312;26.229508196721312;27.586206896551722;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;26.229508196721312;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;25.396825396825395;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;27.11864406779661;25.396825396825395;25.0;25.0;25.0;25.0;25.0;25.0;25.0;24.242424242424242;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;23.18840579710145;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;28.07017543859649;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;24.242424242424242;14.953271028037383;14.953271028037383;14.953271028037383;14.953271028037383;14.814814814814815;12.8;12.8;12.8;12.8;12.8;12.8;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612;12.903225806451612
Pieza_01_foto416;1;416;77;77;77;77;77;77;77;79;79;82;82;82;82;82;82;82;82;82;82;80;80;80;80;80;81;81;81;81;81;81;81;57;57;57;57;57;57;57;57;77;77;78;78;79;80;81;82;83;84;88;91;91;91;91;91;91;89;89;89;89;89;89;89;89;89;88;86;85;70;57;57;57;56;56;56;56;56;56;56;56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
